fighter_name,Height,Weight,Reach,Stance,DOB
Gian Villante,"6' 3""",205 lbs.,"76""",Orthodox,"Aug 18, 1985"
Gideon Ray,"5' 10""",185 lbs.,NA,Southpaw,"May 27, 1973"
Giga Chikadze,"6' 0""",145 lbs.,"72""",Orthodox,"Aug 25, 1988"
Gil Castillo,"5' 9""",170 lbs.,NA,Southpaw,"Oct 21, 1965"
Gilbert Aldana,"6' 1""",250 lbs.,NA,Orthodox,"Aug 25, 1977"
Gilbert Burns,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 20, 1986"
Gilbert Jimenez,NA,155 lbs.,NA,NA,NA
Gilbert Melendez,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982"
Gilbert Rael,"5' 8""",155 lbs.,NA,NA,NA
Gilbert Smith,"5' 9""",185 lbs.,"75""",Southpaw,"Oct 19, 1981"
Gilbert Yvel,"6' 2""",225 lbs.,"77""",Orthodox,"Jun 30, 1976"
Gilles Arsene,"5' 9""",190 lbs.,NA,Southpaw,NA
Gillian Robertson,"5' 5""",125 lbs.,"63""",NA,"May 17, 1995"
Gina Carano,"5' 8""",145 lbs.,NA,Orthodox,"Apr 16, 1982"
Gina Mazany,"5' 6""",135 lbs.,"68""",Southpaw,"Aug 19, 1988"
Gisele Moreira,"5' 6""",135 lbs.,NA,Orthodox,"Jan 14, 1981"
Glaico Franca,"6' 0""",155 lbs.,"77""",NA,"Feb 28, 1991"
Gleidson Cutis,"5' 9""",155 lbs.,NA,Orthodox,"Feb 07, 1989"
Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983"
Gleristone Santos,"5' 9""",145 lbs.,NA,NA,"Aug 20, 1988"
Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979"
Godofredo Pepey,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987"
Goiti Yamauchi,"5' 10""",145 lbs.,NA,NA,"Jan 05, 1993"
Gokhan Saki,"6' 0""",205 lbs.,"73""",Orthodox,"Oct 19, 1983"
Goldman Butler,NA,NA,NA,NA,NA
Goran Reljic,"6' 3""",205 lbs.,"81""",Southpaw,"Mar 20, 1984"
Grant Dawson,"5' 10""",145 lbs.,"72""",Switch,"Feb 20, 1994"
Gray Maynard,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979"
Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988"
Greg McIntyre,"5' 10""",155 lbs.,NA,Orthodox,"Apr 21, 1980"
Greg Nagy,"6' 1""",210 lbs.,NA,Orthodox,"Oct 18, 1983"
Greg Rebello,"6' 0""",240 lbs.,"73""",Southpaw,"Jun 13, 1982"
Greg Scott,"5' 9""",145 lbs.,NA,NA,NA
Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986"
Greg Stott,"5' 7""",220 lbs.,NA,Southpaw,NA
Greg Wilson,NA,155 lbs.,NA,NA,"Oct 02, 1988"
Gregor Gillespie,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986"
Gregory Bouchelaghem,"6' 2""",183 lbs.,NA,Switch,NA
Grigorii Popov,"5' 7""",135 lbs.,"68""",Switch,"Apr 18, 1984"
Guido Cannetti,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979"
Guilherme Costa,NA,155 lbs.,NA,NA,NA
Guilherme Vasconcelos,"6' 0""",185 lbs.,"74""",Orthodox,"Mar 23, 1986"
Guilherme Viana,"6' 4""",205 lbs.,NA,NA,NA
Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988"
Gustavo Gabriel,"5' 6""",125 lbs.,NA,Orthodox,"Apr 01, 1994"
Guto Inocente,"6' 3""",205 lbs.,"77""",Orthodox,"May 29, 1986"
Guy Mezger,"6' 1""",200 lbs.,NA,Orthodox,"Jan 01, 1968"
Hacran Dias,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984"
Hakeem Dawodu,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991"
Han Ten Yun,"5' 11""",220 lbs.,NA,NA,NA
Hannah Cifers,"5' 1""",115 lbs.,"63""",Orthodox,"Jun 26, 1992"
Hannah Goldy,"5' 4""",115 lbs.,"61""",Orthodox,"May 18, 1992"
Hans Nijman,"6' 0""",250 lbs.,NA,Switch,"Oct 23, 1959"
Hans Stringer,"6' 3""",205 lbs.,"73""",Orthodox,"Jul 06, 1987"
Harold Howard,"6' 2""",240 lbs.,NA,Orthodox,NA
Harris Sarmiento,"5' 9""",155 lbs.,NA,Orthodox,"Sep 09, 1983"
Harry Moskowitz,"6' 5""",275 lbs.,NA,Orthodox,NA
Hatsu Hioki,"5' 11""",145 lbs.,"70""",Orthodox,"Jul 18, 1983"
Haven Torres,NA,125 lbs.,NA,NA,NA
Hayato Sakurai,"5' 7""",168 lbs.,NA,Orthodox,"Aug 24, 1975"
Hayder Hassan,"5' 10""",170 lbs.,"70""",NA,"Oct 20, 1982"
He-Man Gipson,NA,NA,NA,NA,NA
Heath Herring,"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978"
Heather Jo Clark,"5' 6""",115 lbs.,"64""",NA,"Sep 19, 1980"
Hector Aldana,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 17, 1988"
Hector Lombard,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978"
Hector Ramirez,"6' 0""",205 lbs.,NA,Orthodox,"Mar 28, 1976"
Hector Sandoval,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986"
Hector Urbina,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987"
Helio Dipp,"6' 5""",185 lbs.,NA,Orthodox,NA
Henrique da Silva,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989"
Henry Briones,"5' 8""",135 lbs.,"69""",NA,"Oct 22, 1980"
Henry Cejudo,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987"
Henry Corrales,"5' 9""",145 lbs.,NA,NA,NA
Henry Martinez,"5' 7""",155 lbs.,"68""",Southpaw,"Aug 07, 1983"
Henry Miller,"5' 7""",270 lbs.,NA,Southpaw,"Jul 16, 1969"
Herman Renting,"6' 0""",215 lbs.,NA,Switch,NA
Herman Terrado,NA,170 lbs.,NA,NA,NA
Hermes Franca,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974"
Hernani Perpetuo,"6' 0""",170 lbs.,"74""",Orthodox,"May 24, 1985"
Herschel Walker,"6' 1""",215 lbs.,NA,Orthodox,"Mar 03, 1962"
Hidehiko Hasegawa,"5' 9""",170 lbs.,NA,NA,"Jul 13, 1978"
Hidehiko Yoshida,"5' 11""",225 lbs.,NA,Orthodox,"Sep 03, 1969"
Hideo Tokoro,"5' 7""",135 lbs.,NA,Orthodox,"Aug 22, 1977"
Hidetaka Monma,"6' 0""",168 lbs.,NA,Orthodox,"Oct 23, 1973"
Hiroko Yamanaka,"5' 11""",135 lbs.,NA,NA,"Oct 24, 1978"
Hiromitsu Kanehara,"5' 10""",200 lbs.,NA,Orthodox,"Oct 05, 1970"
Hiromitsu Miura,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1981"
Hiroshi Izumi,NA,205 lbs.,NA,Orthodox,"Jun 22, 1982"
Hirotaka Yokoi,"5' 11""",205 lbs.,NA,Orthodox,"Jun 08, 1978"
Hiroyuki Abe,"5' 6""",145 lbs.,NA,Orthodox,NA
Hiroyuki Takaya,"5' 6""",139 lbs.,NA,Orthodox,"Jun 10, 1977"
Hisaki Kato,"6' 0""",185 lbs.,NA,NA,"Sep 17, 1982"
Hitomi Akano,"5' 4""",135 lbs.,NA,Southpaw,"Jul 27, 1974"
Holly Holm,"5' 8""",145 lbs.,"69""",Southpaw,"Oct 17, 1981"
Homer Moore,"5' 10""",205 lbs.,NA,Orthodox,"Nov 27, 1971"
Hong Man Choi,"7' 2""",330 lbs.,NA,Orthodox,"Oct 30, 1980"
Horacio Gutierrez,"5' 10""",145 lbs.,"69""",NA,"Sep 15, 1990"
Houston Alexander,"6' 0""",205 lbs.,"72""",Orthodox,"Mar 22, 1972"
Houston Dorr,"6' 1""",210 lbs.,NA,Orthodox,NA
Hu Yaozong,"6' 3""",205 lbs.,"72""",Orthodox,"Apr 07, 1995"
Hugh Pulley,"6' 0""",155 lbs.,NA,NA,NA
Hugo Duarte,"6' 0""",240 lbs.,NA,Orthodox,"Aug 09, 1968"
Hugo Govea,NA,NA,NA,NA,NA
Hugo Sandoval,NA,135 lbs.,NA,NA,NA
Hugo Viana,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982"
Humberto Bandenay,"5' 11""",145 lbs.,NA,Southpaw,"Sep 04, 1994"
Humberto Brown,"5' 10""",145 lbs.,"71""",NA,"Nov 03, 1984"
Humberto DeLeon,NA,135 lbs.,NA,NA,"Nov 12, 1989"
Hunter Worsham,NA,185 lbs.,NA,NA,NA
Hussain Rasouli,"5' 6""",135 lbs.,NA,NA,NA
Hyun Gyu Lim,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985"
Ian Butler,"5' 8""",155 lbs.,NA,NA,NA
Ian Entwistle,"5' 5""",135 lbs.,"64""",Orthodox,"Nov 19, 1986"
Ian Freeman,"5' 11""",225 lbs.,NA,Orthodox,"Nov 10, 1966"
Ian Heinisch,"5' 11""",185 lbs.,"72""",Orthodox,"Aug 05, 1988"
Ian Loveland,"5' 8""",145 lbs.,NA,Orthodox,"Sep 07, 1983"
Ian McCall,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984"
Ian Murphy,"6' 1""",185 lbs.,NA,Orthodox,"Jun 14, 1985"
Ian Rammel,"6' 0""",185 lbs.,NA,NA,"Jul 22, 1985"
Ibragim Magomedov,"6' 0""",250 lbs.,NA,Orthodox,NA
Icho Larenas,"6' 3""",235 lbs.,NA,Orthodox,"Mar 12, 1980"
Ido Pariente,"5' 8""",155 lbs.,NA,Orthodox,NA
Idris Wasi,"6' 0""",186 lbs.,NA,NA,"Dec 11, 1989"
Igor Araujo,"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980"
Igor Borisov,"6' 0""",235 lbs.,NA,Orthodox,NA
Igor Gracie,"5' 11""",170 lbs.,NA,NA,"Feb 04, 1980"
Igor Pokrajac,"6' 0""",205 lbs.,"76""",Orthodox,"Jan 02, 1979"
Igor Vovchanchyn,"5' 8""",205 lbs.,NA,Orthodox,"Aug 06, 1973"
Igor Zinoviev,"6' 1""",199 lbs.,NA,Orthodox,NA
Ikuhisa Minowa,"5' 9""",181 lbs.,NA,Orthodox,"Jan 12, 1976"
Ildemar Alcantara,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 18, 1982"
Iliarde Santos,"5' 5""",125 lbs.,"66""",Orthodox,"Sep 25, 1980"
Ilima Macfarlane,"5' 4""",125 lbs.,NA,NA,NA
Ilir Latifi,"5' 10""",205 lbs.,"73""",Orthodox,"Jul 28, 1983"
Ilya Kotau,NA,170 lbs.,NA,NA,NA
Imani Lee,NA,NA,NA,Orthodox,NA
Ion Cherdivara,NA,205 lbs.,NA,NA,NA
Ion Cutelaba,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993"
Iony Razafiarison,"5' 3""",145 lbs.,NA,NA,"Dec 23, 1984"
Iouri Kotchkine,"6' 2""",235 lbs.,NA,Orthodox,NA
Irene Aldana,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988"
Isaac Vallie-Flagg,"5' 8""",155 lbs.,"68""",Orthodox,"Apr 08, 1978"
Isaiah Hill,"5' 10""",155 lbs.,NA,NA,NA
Isao Kobayashi,"5' 8""",145 lbs.,NA,NA,"Oct 28, 1988"
Islam Makhachev,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991"
Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 18, 1996"
Israel Adesanya,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989"
Israel Albuquerque,NA,185 lbs.,NA,Orthodox,NA
Israel Delgado,"5' 10""",155 lbs.,NA,NA,NA
Israel Giron,"5' 8""",155 lbs.,NA,NA,"Jan 16, 1974"
Issac DeJesus,NA,145 lbs.,NA,NA,NA
Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984"
Iuri Alcantara,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980"
Ivan Cole,"5' 9""",135 lbs.,NA,NA,"Nov 30, 1990"
Ivan Jorge,"5' 9""",155 lbs.,"73""",Orthodox,"Nov 07, 1980"
Ivan Lopez,"5' 6""",135 lbs.,NA,Southpaw,NA
Ivan Menjivar,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982"
Ivan Salaverry,"6' 0""",185 lbs.,NA,Orthodox,"Jan 11, 1971"
Ivan Serati,"6' 0""",205 lbs.,NA,Orthodox,NA
Ivan Shtyrkov,"6' 0""",205 lbs.,"74""",Orthodox,"Jun 09, 1988"
Izabela Badurek,"5' 5""",115 lbs.,NA,Orthodox,"Jul 11, 1991"
J.T Taylor,"5' 10""",NA,NA,NA,NA
JC Cottrell,"5' 9""",155 lbs.,"71""",Orthodox,"Nov 04, 1989"
JJ Aldrich,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 29, 1992"
JJ Ambrose,"5' 10""",170 lbs.,NA,Orthodox,NA
JJ Okanovich,"5' 11""",155 lbs.,NA,NA,"Nov 04, 1990"
JP Buys,"5' 6""",125 lbs.,"66""",Orthodox,"Apr 30, 1996"
JP Felty,NA,170 lbs.,NA,NA,"Apr 28, 1979"
JR Coughran,"5' 6""",145 lbs.,"71""",Orthodox,"May 17, 1994"
JW Wright,NA,130 lbs.,NA,NA,"Jan 12, 1976"
Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979"
Jack Hermansson,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988"
Jack Marshman,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989"
Jack May,"6' 8""",255 lbs.,"79""",Switch,"Apr 14, 1981"
Jack McGlaughlin,NA,NA,NA,Orthodox,NA
Jack Morrison,"5' 11""",205 lbs.,NA,NA,NA
Jack Nilson,NA,NA,NA,NA,NA
Jack Shore,"5' 9""",135 lbs.,NA,NA,"Feb 06, 1995"
Jackie Lee,NA,NA,NA,NA,NA
Jacob Kilburn,"5' 9""",145 lbs.,"71""",Orthodox,"Jun 28, 1995"
Jacob Noe,NA,205 lbs.,NA,NA,NA
Jacob Rosales,"5' 11""",155 lbs.,NA,Orthodox,"Jul 28, 1995"
Jacob Volkmann,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980"
Jadson Costa,"5' 7""",155 lbs.,NA,Orthodox,NA
Jae Suk Lim,"5' 9""",170 lbs.,NA,Orthodox,"Nov 09, 1979"
Jaime Alvarez,"5' 8""",125 lbs.,"69""",Orthodox,"Mar 08, 1988"
Jaime Jara,"6' 1""",205 lbs.,NA,Southpaw,"Aug 02, 1969"
Jaimee Nievera,"5' 5""",125 lbs.,NA,Orthodox,"Oct 28, 1984"
Jairzinho Rozenstruik,"6' 4""",242 lbs.,"78""",Orthodox,"Mar 17, 1988"
Jake Collier,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 25, 1988"
Jake Ellenberger,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985"
Jake Hecht,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 09, 1984"
Jake Lindsey,"5' 11""",155 lbs.,"71""",Switch,"Jun 21, 1986"
Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994"
Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984"
Jake Rosholt,"6' 1""",185 lbs.,NA,Orthodox,"Feb 09, 1982"
Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979"
Jakob Lovstad,"6' 3""",205 lbs.,NA,Orthodox,NA
Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995"
Jamahal Hill,"6' 4""",250 lbs.,NA,NA,"May 19, 1991"
Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989"
Jameel Massouh,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984"
Jamelle Jones,"6' 0""",205 lbs.,"75""",Orthodox,"Jan 31, 1988"
James Barnes,"5' 8""",145 lbs.,NA,NA,NA
James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989"
James Gabert,NA,178 lbs.,NA,NA,NA
James Giboo,"5' 11""",170 lbs.,NA,Orthodox,"Jan 06, 1978"
James Gray,"5' 9""",135 lbs.,NA,Orthodox,"Oct 25, 1987"
James Hammortree,"6' 3""",185 lbs.,NA,Orthodox,"Nov 29, 1983"
James Head,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 09, 1984"
James Irvin,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 12, 1978"
James Krause,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986"
James Lee,"5' 11""",205 lbs.,NA,Southpaw,"Sep 22, 1973"
James McSweeney,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980"
James Moontasri,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988"
James Mulheron,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988"
James Reese,"5' 9""",155 lbs.,NA,NA,"Dec 21, 1980"
James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981"
James Terry,"5' 10""",170 lbs.,NA,Orthodox,"Mar 16, 1981"
James Thompson,"6' 5""",265 lbs.,NA,Orthodox,"Dec 16, 1978"
James Toney,"5' 9""",220 lbs.,NA,Orthodox,"Aug 24, 1968"
James Vick,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987"
James Wade,"5' 10""",205 lbs.,NA,NA,NA
James Wallace,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 17, 1992"
James Wilks,"6' 1""",170 lbs.,"75""",Orthodox,"May 04, 1978"
James Zikic,"6' 2""",205 lbs.,NA,Orthodox,"Mar 01, 1977"
Jamie Colleen,"5' 3""",115 lbs.,"65""",Orthodox,"Nov 02, 1985"
Jamie Houston,NA,185 lbs.,NA,NA,NA
Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989"
Jamie Pickett,"6' 2""",185 lbs.,"80""",Orthodox,"Aug 29, 1988"
Jamie Varner,"5' 8""",155 lbs.,"72""",Orthodox,"Oct 12, 1984"
Jamie Yager,"6' 1""",185 lbs.,NA,Orthodox,"Nov 29, 1983"
Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983"
Jan Finney,"5' 8""",135 lbs.,NA,Orthodox,NA
Jan Nortje,"6' 1""",310 lbs.,NA,Southpaw,"Apr 11, 1975"
Janay Harding,NA,135 lbs.,NA,NA,NA
Jared Cannonier,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984"
Jared Chaffee,"5' 10""",155 lbs.,NA,NA,"Dec 15, 1984"
Jared Gordon,"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988"
Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982"
Jared Papazian,"5' 8""",135 lbs.,"67""",Southpaw,"Feb 01, 1988"
Jared Rollins,"5' 9""",170 lbs.,NA,Orthodox,"Jan 26, 1977"
Jared Rosholt,"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986"
Jarjis Danho,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983"
Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993"
Jarrod Kwitty,"5' 8""",185 lbs.,NA,NA,NA
Jason Black,"5' 8""",155 lbs.,NA,Orthodox,"Jul 15, 1972"
Jason Blackford,NA,NA,NA,NA,NA
Jason Brilz,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975"
Jason Butcher,"6' 3""",185 lbs.,NA,NA,"Oct 23, 1984"
Jason Day,"6' 0""",185 lbs.,"72""",Orthodox,"May 19, 1981"
Jason DeLucia,"5' 11""",190 lbs.,NA,Southpaw,"Jul 24, 1969"
Jason Dent,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 12, 1980"
Jason Fairn,"6' 1""",230 lbs.,NA,NA,NA
Jason Freeman,"6' 2""",225 lbs.,NA,NA,"Sep 02, 1976"
Jason Gilliam,"6' 0""",170 lbs.,NA,Orthodox,NA
Jason Glaza,"6' 0""",230 lbs.,NA,NA,NA
Jason Godsey,"6' 2""",230 lbs.,NA,Orthodox,NA
Jason Gonzalez,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990"
Jason Guida,"5' 10""",214 lbs.,NA,NA,"Aug 04, 1977"
Jason High,"5' 8""",155 lbs.,"71""",Southpaw,"Oct 12, 1981"
Jason Ireland,"5' 9""",161 lbs.,NA,Southpaw,"Dec 30, 1979"
Jason Jackson,"6' 1""",170 lbs.,"78""",Orthodox,"Oct 30, 1990"
Jason Knight,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992"
Jason Lambert,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975"
Jason MacDonald,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975"
Jason McLean,"5' 5""",145 lbs.,NA,NA,NA
Jason Medina,"5' 9""",180 lbs.,NA,NA,NA
Jason Miller,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 24, 1980"
Jason Novelli,"6' 0""",155 lbs.,"75""",Orthodox,"Jun 08, 1979"
Jason Reinhardt,"5' 6""",135 lbs.,NA,Orthodox,"Oct 31, 1969"
Jason Riley,"6' 6""",245 lbs.,NA,NA,"Sep 22, 1975"
Jason Saggo,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985"
Jason Sharp,NA,205 lbs.,NA,NA,NA
Jason Suttie,"6' 0""",210 lbs.,NA,Orthodox,"Aug 07, 1973"
Jason Tan,"5' 10""",170 lbs.,NA,Orthodox,"Dec 17, 1981"
Jason Thacker,"5' 10""",185 lbs.,NA,Orthodox,"Aug 18, 1975"
Jason Von Flue,"6' 0""",170 lbs.,NA,Orthodox,"Aug 01, 1975"
Jason Young,"5' 9""",145 lbs.,"73""",Orthodox,"Jun 28, 1986"
Javi Alanis,"5' 6""",135 lbs.,NA,NA,NA
Javier Vazquez,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977"
Javy Ayala,"6' 1""",265 lbs.,NA,NA,"Aug 20, 1988"
Jay Bogan,NA,145 lbs.,NA,NA,NA
Jay Cucciniello,"5' 7""",155 lbs.,NA,Orthodox,"Jul 23, 1986"
Jay Hieron,"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976"
Jay Silva,"6' 2""",185 lbs.,NA,Southpaw,NA
Jean Francois Lenogue,"6' 0""",185 lbs.,NA,Orthodox,"Nov 29, 1972"
Jean Silva,"5' 6""",160 lbs.,NA,Orthodox,"Oct 08, 1977"
Jeff Bedard,"5' 6""",145 lbs.,NA,Orthodox,"Feb 06, 1970"
Jeff Cox,"5' 10""",155 lbs.,NA,Orthodox,"Aug 02, 1968"
Jeff Crotty,NA,155 lbs.,NA,NA,NA
Jeff Curran,"5' 6""",135 lbs.,"69""",Orthodox,"Sep 02, 1977"
Jeff Hougland,"5' 7""",135 lbs.,"68""",Orthodox,"Aug 02, 1978"
Jeff Hughes,"6' 2""",250 lbs.,"78""",Orthodox,"May 17, 1988"
Jeff Joslin,"6' 0""",170 lbs.,NA,Orthodox,"Apr 30, 1975"
Jeff Monson,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971"
Jeff Newton,"6' 2""",205 lbs.,NA,Sideways,"Dec 11, 1966"
Jeff Terry,"6' 2""",205 lbs.,NA,NA,NA
Jeimeson Saudino,"5' 6""",135 lbs.,NA,NA,"Mar 05, 1991"
Jenel Lausa,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988"
Jenna Castillo,"5' 2""",125 lbs.,NA,NA,"May 05, 1982"
Jennifer Maia,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988"
Jens Pulver,"5' 7""",145 lbs.,"70""",Southpaw,"Dec 06, 1974"
Jeremiah Billington,"5' 9""",205 lbs.,NA,Orthodox,"Nov 14, 1977"
Jeremiah Constant,"6' 1""",240 lbs.,NA,Orthodox,"Jul 19, 1974"
Jeremiah Labiano,"5' 10""",135 lbs.,NA,NA,NA
Jeremiah Metcalf,"6' 1""",185 lbs.,NA,Orthodox,NA
Jeremiah O'Neal,"5' 8""",260 lbs.,NA,NA,"Oct 25, 1977"
Jeremiah Riggs,"6' 0""",185 lbs.,NA,NA,"Dec 17, 1982"
Jeremie Holloway,"6' 0""",170 lbs.,NA,NA,"Sep 29, 1984"
Jeremy Boczulak,NA,NA,NA,NA,NA
Jeremy Hamilton,NA,185 lbs.,NA,NA,"Nov 14, 1984"
Jeremy Horn,"6' 1""",185 lbs.,"74""",Orthodox,"Aug 25, 1975"
Jeremy Jackson,"5' 10""",170 lbs.,NA,Orthodox,"Sep 19, 1982"
Jeremy Kennedy,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 16, 1992"
Jeremy Kimball,"6' 0""",205 lbs.,"72""",Switch,"Jan 03, 1991"
Jeremy Lang,"5' 11""",205 lbs.,NA,Southpaw,"May 11, 1975"
Jeremy Larsen,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984"
Jeremy Malaterre,"5' 11""",155 lbs.,NA,NA,NA
Jeremy May,"6' 1""",185 lbs.,NA,NA,"Oct 23, 1986"
Jeremy Stephens,"5' 8""",145 lbs.,"71""",Orthodox,"May 25, 1986"
Jeremy Tavares,NA,135 lbs.,NA,NA,NA
Jeremy Umphries,NA,160 lbs.,NA,NA,NA
Jeremy Wallace,"5' 9""",NA,NA,NA,NA
Jeri Sitzes,"5' 5""",125 lbs.,NA,NA,NA
Jermaine Andre,"5' 7""",200 lbs.,NA,Orthodox,NA
Jerome LeBanner,"6' 3""",265 lbs.,NA,Southpaw,"Dec 26, 1972"
Jerrel Venetiaan,"6' 1""",195 lbs.,NA,Orthodox,"Mar 09, 1971"
Jerrod Sanders,"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979"
Jerron Peoples,"6' 0""",170 lbs.,NA,NA,"May 04, 1982"
Jerry Bohlander,"5' 11""",199 lbs.,NA,Orthodox,"Feb 12, 1974"
Jess Bouscal,NA,155 lbs.,NA,NA,NA
Jess Liaudin,"5' 9""",170 lbs.,"72""",Orthodox,NA
Jessamyn Duke,"5' 11""",135 lbs.,"73""",NA,"Jun 24, 1986"
Jesse Bongfeldt,"6' 0""",185 lbs.,NA,Orthodox,"Aug 28, 1980"
Jesse Finney,"6' 0""",170 lbs.,NA,NA,"Jul 11, 1974"
Jesse Forbes,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984"
Jesse Fujarczyk,"6' 4""",225 lbs.,NA,Southpaw,"Jan 28, 1983"
Jesse Gillespie,NA,185 lbs.,NA,NA,NA
Jesse Jones,"5' 9""",170 lbs.,NA,NA,NA
Jesse Juarez,"6' 1""",170 lbs.,NA,Orthodox,"May 08, 1981"
Jesse Lennox,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982"
Jesse Moreng,"5' 7""",145 lbs.,NA,Orthodox,"Nov 09, 1979"
Jesse Ronson,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 24, 1985"
